SMILES,Name,CID,InChI,IUPAC,Status,Source
CCCCCCCCNC(C(c1ccc(cc1)SC(C)C)O)C,Suloctidil,5354,"1S/C20H35NOS/c1-5-6-7-8-9-10-15-21-17(4)20(22)18-11-13-19(14-12-18)23-16(2)3/h11-14,16-17,20-22H,5-10,15H2,1-4H3",2-(octylamino)-1-(4-propan-2-ylsulfanylphenyl)propan-1-ol,0,"CHO, HEPG2"
CCCCCCCCOC(=O)c1cc(O)c(c(c1)O)O,Octyl gallate,61253,"1S/C15H22O5/c1-2-3-4-5-6-7-8-20-15(19)11-9-12(16)14(18)13(17)10-11/h9-10,16-18H,2-8H2,1H3","octyl 3,4,5-trihydroxybenzoate",0,"CHO, HEPG2"
CCCCCCCCOC(=O)c1ccc(cc1)O,Octyl 4-hydroxybenzoate,14642,"1S/C15H22O3/c1-2-3-4-5-6-7-12-18-15(17)13-8-10-14(16)11-9-13/h8-11,16H,2-7,12H2,1H3",octyl 4-hydroxybenzoate,0,HEPG2
CCCCCCCOC(=O)c1ccc(cc1)O,Heptyl 4-hydroxybenzoate,14138,"1S/C14H20O3/c1-2-3-4-5-6-11-17-14(16)12-7-9-13(15)10-8-12/h7-10,15H,2-6,11H2,1H3",heptyl 4-hydroxybenzoate,0,HEPG2
CCCCCCOc1cc(C)c(c(c1C)C)O,"1-O-Hexyl-2,3,5-trimethylhydroquinone",119193,"1S/C15H24O2/c1-5-6-7-8-9-17-14-10-11(2)15(16)13(4)12(14)3/h10,16H,5-9H2,1-4H3","4-hexoxy-2,3,6-trimethylphenol",0,HEPG2
CCCCCNC(=N)N/N=C/c1c[nH]c2c1cc(OC)cc2,Tegaserod,135409453,"1S/C16H23N5O/c1-3-4-5-8-18-16(17)21-20-11-12-10-19-15-7-6-13(22-2)9-14(12)15/h6-7,9-11,19H,3-5,8H2,1-2H3,(H3,17,18,21)/b20-11+",1-[(E)-(5-methoxy-1H-indol-3-yl)methylideneamino]-2-pentylguanidine,0,HEPG2
CCCCN(c1ccc(c(c1)O)C(=O)c1ccccc1C(=O)O)CCCC,2-[4-(Dibutylamino)-2-hydroxybenzoyl]benzoic acid,1910825,"1S/C22H27NO4/c1-3-5-13-23(14-6-4-2)16-11-12-19(20(24)15-16)21(25)17-9-7-8-10-18(17)22(26)27/h7-12,15,24H,3-6,13-14H2,1-2H3,(H,26,27)",2-[4-(dibutylamino)-2-hydroxybenzoyl]benzoic acid,0,"CHO, HEPG2"
CCCCN(CC(c1cc(Cl)cc2c1c1ccc(cc1/C/2=C/c1ccc(cc1)Cl)Cl)O)CCCC,Lumefantrine,6437380,"1S/C30H32Cl3NO/c1-3-5-13-34(14-6-4-2)19-29(35)28-18-23(33)17-27-25(15-20-7-9-21(31)10-8-20)26-16-22(32)11-12-24(26)30(27)28/h7-12,15-18,29,35H,3-6,13-14,19H2,1-2H3/b25-15-","2-(dibutylamino)-1-[(9Z)-2,7-dichloro-9-[(4-chlorophenyl)methylidene]fluoren-4-yl]ethanol",0,"CHO, HEPG2"
CCCCN1C(=O)[C@H](NC(=O)C21CCN(CC2)Cc1ccc(cc1)Oc1ccc(cc1)C(=O)O)[C@@H](C1CCCCC1)O.Cl,Aplaviroc hydrochloride,6918686,"1S/C33H43N3O6.ClH/c1-2-3-19-36-30(38)28(29(37)24-7-5-4-6-8-24)34-32(41)33(36)17-20-35(21-18-33)22-23-9-13-26(14-10-23)42-27-15-11-25(12-16-27)31(39)40;/h9-16,24,28-29,37H,2-8,17-22H2,1H3,(H,34,41)(H,39,40);1H/t28-,29-;/m1./s1","4-[4-[[(3R)-1-butyl-3-[(R)-cyclohexyl(hydroxy)methyl]-2,5-dioxo-1,4,9-triazaspiro[5.5]undecan-9-yl]methyl]phenoxy]benzoic acid;hydrochloride",0,HEPG2
CCCCS(=O)(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCCCCC1CCNCC1,Tirofiban,60947,"1S/C22H36N2O5S/c1-2-3-16-30(27,28)24-21(22(25)26)17-19-7-9-20(10-8-19)29-15-5-4-6-18-11-13-23-14-12-18/h7-10,18,21,23-24H,2-6,11-17H2,1H3,(H,25,26)/t21-/m0/s1",(2S)-2-(butylsulfonylamino)-3-[4-(4-piperidin-4-ylbutoxy)phenyl]propanoic acid,1,PMID: 27827357
CCCN(C(=O)C(NC(=O)c1ccccc1)CCC(=O)OCCCN1CCN(CC1)CCOC(=O)Cc1c2cc(OC)ccc2n(c1C)C(=O)c1ccc(cc1)Cl)CCC,Proglumetacin,4921,"1S/C46H58ClN5O8/c1-5-21-51(22-6-2)46(57)40(48-44(55)34-11-8-7-9-12-34)18-20-42(53)59-29-10-23-49-24-26-50(27-25-49)28-30-60-43(54)32-38-33(3)52(41-19-17-37(58-4)31-39(38)41)45(56)35-13-15-36(47)16-14-35/h7-9,11-17,19,31,40H,5-6,10,18,20-30,32H2,1-4H3,(H,48,55)",3-[4-[2-[2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetyl]oxyethyl]piperazin-1-yl]propyl 4-benzamido-5-(dipropylamino)-5-oxopentanoate,0,HEPG2
CCCN(c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-])CCC,Prodiamine,34469,"1S/C13H17F3N4O4/c1-3-5-18(6-4-2)11-9(19(21)22)7-8(13(14,15)16)10(17)12(11)20(23)24/h7H,3-6,17H2,1-2H3","2,4-dinitro-3-N,3-N-dipropyl-6-(trifluoromethyl)benzene-1,3-diamine",0,"CHO, HEPG2"
CCCN(c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-])CCC,Oryzalin,29393,"1S/C12H18N4O6S/c1-3-5-14(6-4-2)12-10(15(17)18)7-9(23(13,21)22)8-11(12)16(19)20/h7-8H,3-6H2,1-2H3,(H2,13,21,22)","4-(dipropylamino)-3,5-dinitrobenzenesulfonamide",0,"CHO, HEPG2"
CCCN(CCC)CCc1cccc2c1CC(=O)N2,Ropinirole,5095,"1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)","4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one",1,PMID: 18242171
CCCN[C@H]1CCc2c(C1)sc(n2)N,Pramipexole,119570,"1S/C10H17N3S/c1-2-5-12-7-3-4-8-9(6-7)14-10(11)13-8/h7,12H,2-6H2,1H3,(H2,11,13)/t7-/m0/s1","(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine",1,PMID: 29953413
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3c1c2ccc3,Pergolide,47811,"1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3/t13-,16-,18-/m1/s1","(6aR,9R,10aR)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",1,PMID: 14566405
CCCOC/C(=N\c1ccc(cc1C(F)(F)F)Cl)/n1cncc1,Triflumizole,91699,"1S/C15H15ClF3N3O/c1-2-7-23-9-14(22-6-5-20-10-22)21-13-4-3-11(16)8-12(13)15(17,18)19/h3-6,8,10H,2,7,9H2,1H3",N-[4-chloro-2-(trifluoromethyl)phenyl]-1-imidazol-1-yl-2-propoxyethanimine,0,HEPG2
CCCOc1sc(c(c1Br)C)C(=O)N1CCC(CC1)c1cc(CN)ccc1F.Cl,[4-[5-(Aminomethyl)-2-fluorophenyl]piperidin-1-yl]-(4-bromo-3-methyl-5-propoxythiophen-2-yl)methanone;hydrochloride,11477651,"1S/C21H26BrFN2O2S.ClH/c1-3-10-27-21-18(22)13(2)19(28-21)20(26)25-8-6-15(7-9-25)16-11-14(12-24)4-5-17(16)23;/h4-5,11,15H,3,6-10,12,24H2,1-2H3;1H",[4-[5-(aminomethyl)-2-fluorophenyl]piperidin-1-yl]-(4-bromo-3-methyl-5-propoxythiophen-2-yl)methanone;hydrochloride,0,"CHO, HEPG2"
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(c(c2)F)F)c2c(n1)n(nn2)[C@@H]1C[C@@H]([C@H]([C@H]1O)O)OCCO,Ticagrelor,9871419,"1S/C23H28F2N6O4S/c1-2-7-36-23-27-21(26-15-9-12(15)11-3-4-13(24)14(25)8-11)18-22(28-23)31(30-29-18)16-10-17(35-6-5-32)20(34)19(16)33/h3-4,8,12,15-17,19-20,32-34H,2,5-7,9-10H2,1H3,(H,26,27,28)/t12-,15+,16+,17-,19-,20+/m0/s1","(1S,2S,3R,5S)-3-[7-[[(1R,2S)-2-(3,4-difluorophenyl)cyclopropyl]amino]-5-propylsulfanyltriazolo[4,5-d]pyrimidin-3-yl]-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",1,PMID: 32397519
CCN(C(=O)/C(=C/c1cc(O)c(c(c1)[N+](=O)[O-])O)/C#N)CC,Entacapone,5281081,"1S/C14H15N3O5/c1-3-16(4-2)14(20)10(8-15)5-9-6-11(17(21)22)13(19)12(18)7-9/h5-7,18-19H,3-4H2,1-2H3/b10-5+","(E)-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",1,PMID: 33675481
CCN(C(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)nc[nH]2)CC,"4-(6-Cyclohexylmethoxy-9H-purin-2-ylamino)-N,N-diethylbenzamide",10202471,"1S/C23H30N6O2/c1-3-29(4-2)22(30)17-10-12-18(13-11-17)26-23-27-20-19(24-15-25-20)21(28-23)31-14-16-8-6-5-7-9-16/h10-13,15-16H,3-9,14H2,1-2H3,(H2,24,25,26,27,28)","4-[[6-(cyclohexylmethoxy)-7H-purin-2-yl]amino]-N,N-diethylbenzamide",0,PMID: 24242917
CCN(C(=O)Oc1cccc(c1)[C@@H](N(C)C)C)C,Rivastigmine,77991,"1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate,1,PMID: 24159418
CCN(C(=S)[S-])CC.CCN(C(=S)[S-])CC.[Zn+2],Zinc diethyldithiocarbamate,26633,"1S/2C5H11NS2.Zn/c2*1-3-6(4-2)5(7)8;/h2*3-4H2,1-2H3,(H,7,8);/q;;+2/p-2","zinc;N,N-diethylcarbamodithioate",0,HEPG2
CCN(C(=S)[S-])CC.O.O.O.[Na+],Sodium diethyldithiocarbamate trihydrate,517546,"1S/C5H11NS2.Na.3H2O/c1-3-6(4-2)5(7)8;;;;/h3-4H2,1-2H3,(H,7,8);;3*1H2/q;+1;;;/p-1","sodium;N,N-diethylcarbamodithioate;trihydrate",0,HEPG2
CCN(C(=S)SSC(=S)N(CC)CC)CC,Disulfiram,3117,"1S/C10H20N2S4/c1-5-11(6-2)9(13)15-16-10(14)12(7-3)8-4/h5-8H2,1-4H3","diethylcarbamothioylsulfanyl N,N-diethylcarbamodithioate",0,HEPG2
CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC.O.O.Cl.Cl,Quinacrine dihydrochloride dihydrate,2725002,"1S/C23H30ClN3O.2ClH.2H2O/c1-5-27(6-2)13-7-8-16(3)25-23-19-11-9-17(24)14-22(19)26-21-12-10-18(28-4)15-20(21)23;;;;/h9-12,14-16H,5-8,13H2,1-4H3,(H,25,26);2*1H;2*1H2","4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine;dihydrate;dihydrochloride",0,"CHO, HEPG2"
CCN(CCCCNc1ncc2c(n1)nc(c(c2)c1cc(OC)cc(c1)OC)NC(=O)NC(C)(C)C)CC,"1-(tert-Butyl)-3-(2-((4-(diethylamino)butyl)amino)-6-(3,5-dimethoxyphenyl)pyrido[2,3-d]pyrimidin-7-yl)urea",1401,"1S/C28H41N7O3/c1-8-35(9-2)13-11-10-12-29-26-30-18-20-16-23(19-14-21(37-6)17-22(15-19)38-7)25(31-24(20)32-26)33-27(36)34-28(3,4)5/h14-18H,8-13H2,1-7H3,(H3,29,30,31,32,33,34,36)","1-tert-butyl-3-[2-[4-(diethylamino)butylamino]-6-(3,5-dimethoxyphenyl)pyrido[2,3-d]pyrimidin-7-yl]urea",0,PMID: 24398778
CCN(CCNC(=O)c1cc(Cl)c(cc1OC)N)CC,Metoclopramide,4168,"1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,1,PMID: 29027213
CCN(CCNC(=O)c1ccc(cc1)N)CC,Procainamide,4913,"1S/C13H21N3O/c1-3-16(4-2)10-9-15-13(17)11-5-7-12(14)8-6-11/h5-8H,3-4,9-10,14H2,1-2H3,(H,15,17)",4-amino-N-[2-(diethylamino)ethyl]benzamide,1,PMID: 22090490
CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)CO)CC,Hycanthone,3634,"1S/C20H24N2O2S/c1-3-22(4-2)12-11-21-16-10-9-14(13-23)20-18(16)19(24)15-7-5-6-8-17(15)25-20/h5-10,21,23H,3-4,11-13H2,1-2H3",1-[2-(diethylamino)ethylamino]-4-(hydroxymethyl)thioxanthen-9-one,0,HEPG2
CCN(CCOc1ccc(cc1)C(=C(c1ccccc1)Cl)c1ccccc1)CC,Clomifene,2800,"1S/C26H28ClNO/c1-3-28(4-2)19-20-29-24-17-15-22(16-18-24)25(21-11-7-5-8-12-21)26(27)23-13-9-6-10-14-23/h5-18H,3-4,19-20H2,1-2H3","2-[4-(2-chloro-1,2-diphenylethenyl)phenoxy]-N,N-diethylethanamine",0,"CHO, HEPG2"
CCN(CCOc1ccc(cc1)C(c1ccc(cc1)C)(Cc1ccc(cc1)Cl)O)CC,Triparanol,6536,"1S/C27H32ClNO2/c1-4-29(5-2)18-19-31-26-16-12-24(13-17-26)27(30,23-10-6-21(3)7-11-23)20-22-8-14-25(28)15-9-22/h6-17,30H,4-5,18-20H2,1-3H3",2-(4-chlorophenyl)-1-[4-[2-(diethylamino)ethoxy]phenyl]-1-(4-methylphenyl)ethanol,0,CHO
CCN1C(=O)CNc2c1nc(cn2)c1ccc(nc1C)c1[nH]ncn1,Cc-115,58298318,"1S/C16H16N8O/c1-3-24-13(25)7-18-15-16(24)22-12(6-17-15)10-4-5-11(21-9(10)2)14-19-8-20-23-14/h4-6,8H,3,7H2,1-2H3,(H,17,18)(H,19,20,23)","5-ethyl-3-[2-methyl-6-(1H-1,2,4-triazol-5-yl)pyridin-3-yl]-7,8-dihydropyrazino[2,3-b]pyrazin-6-one",0,PMID: 33297429
CCn1cc(C(=O)O)c(=O)c2c1cc(NC1CCCCC1)c(c2N)F,"5-Amino-7-(cyclohexylamino)-1-ethyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",72193864,"1S/C18H22FN3O3/c1-2-22-9-11(18(24)25)17(23)14-13(22)8-12(15(19)16(14)20)21-10-6-4-3-5-7-10/h8-10,21H,2-7,20H2,1H3,(H,24,25)",5-amino-7-(cyclohexylamino)-1-ethyl-6-fluoro-4-oxoquinoline-3-carboxylic acid,1,PMID: 31655022
CCN1CCC2(CC1)COc1c2cc2c(c1)CCN2C(=O)c1ccc(cc1)c1ccc(cc1C)c1nnc(o1)C.Cl,"(1'-ethylspiro[6,7-dihydro-2H-furo[2,3-f]indole-3,4'-piperidine]-5-yl)-[4-[2-methyl-4-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]phenyl]methanone;hydrochloride",10483134,"1S/C33H34N4O3.ClH/c1-4-36-15-12-33(13-16-36)20-39-30-18-25-11-14-37(29(25)19-28(30)33)32(38)24-7-5-23(6-8-24)27-10-9-26(17-21(27)2)31-35-34-22(3)40-31;/h5-10,17-19H,4,11-16,20H2,1-3H3;1H","(1'-ethylspiro[6,7-dihydro-2H-furo[2,3-f]indole-3,4'-piperidine]-5-yl)-[4-[2-methyl-4-(5-methyl-1,3,4-oxadiazol-2-yl)phenyl]phenyl]methanone;hydrochloride",0,HEPG2
CCN1CCN(CC1)C(=O)Cc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)C(=O)Nc1ccccc1Cl)F,N-(2-Chlorophenyl)-4-((2-((4-(2-(4-ethylpiperazin-1-yl)-2-oxoethyl)phenyl)amino)-5-fluoropyrimidin-4-yl)amino)benzamide,44139710,"1S/C31H31ClFN7O2/c1-2-39-15-17-40(18-16-39)28(41)19-21-7-11-24(12-8-21)36-31-34-20-26(33)29(38-31)35-23-13-9-22(10-14-23)30(42)37-27-6-4-3-5-25(27)32/h3-14,20H,2,15-19H2,1H3,(H,37,42)(H2,34,35,36,38)",N-(2-chlorophenyl)-4-[[2-[4-[2-(4-ethylpiperazin-1-yl)-2-oxoethyl]anilino]-5-fluoropyrimidin-4-yl]amino]benzamide,0,PMID: 29163689
CCNc1ccc(c2c1cccc2)/C(=C\1/C=CC(=[N+](CC)CC)C=C1)/c1ccc(cc1)N(CC)CC.[Cl-],Basic blue 7,75444,"1S/C33H39N3.ClH/c1-6-34-32-24-23-31(29-13-11-12-14-30(29)32)33(25-15-19-27(20-16-25)35(7-2)8-3)26-17-21-28(22-18-26)36(9-4)10-5;/h11-24H,6-10H2,1-5H3;1H",[4-[bis[4-(diethylamino)phenyl]methylidene]naphthalen-1-ylidene]-ethylazanium;chloride,1,HEPG2
CCOC(=O)[C@@H](N[C@H](C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)C)CCc1ccccc1,Ramipril,5362129,"1S/C23H32N2O5/c1-3-30-23(29)18(13-12-16-8-5-4-6-9-16)24-15(2)21(26)25-19-11-7-10-17(19)14-20(25)22(27)28/h4-6,8-9,15,17-20,24H,3,7,10-14H2,1-2H3,(H,27,28)/t15-,17-,18-,19-,20-/m0/s1","(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[b]pyrrole-2-carboxylic acid",1,PMID: 20122169
CCOC(=O)[C@@H](N[C@H]1CCc2c(N(C1=O)CC(=O)O)cccc2)CCc1ccccc1.Cl,Benazepril hydrochloride,5362123,"1S/C24H28N2O5.ClH/c1-2-31-24(30)20(14-12-17-8-4-3-5-9-17)25-19-15-13-18-10-6-7-11-21(18)26(23(19)29)16-22(27)28;/h3-11,19-20,25H,2,12-16H2,1H3,(H,27,28);1H/t19-,20-;/m0./s1","2-[(3S)-3-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]-2-oxo-4,5-dihydro-3H-1-benzazepin-1-yl]acetic acid;hydrochloride",0,HEPG2
CCOC(=O)/C=C(/C=CC[C@H](CCCC(C)C)C)\C,NA,NA,NA,NA,0,CHO
CCOC(=O)C(C1C(=C(N)Oc2c1cc(Br)cc2)C(=O)OCC)C#N,Ethyl 2-amino-6-bromo-4-(1-cyano-2-ethoxy-2-oxoethyl)-4H-chromene-3-carboxylate,3549,"1S/C17H17BrN2O5/c1-3-23-16(21)11(8-19)13-10-7-9(18)5-6-12(10)25-15(20)14(13)17(22)24-4-2/h5-7,11,13H,3-4,20H2,1-2H3",ethyl 2-amino-6-bromo-4-(1-cyano-2-ethoxy-2-oxoethyl)-4H-chromene-3-carboxylate,0,PMID: 16213584
CCOC(=O)C(C1C(=C(N)Oc2c1cc(Cl)cc2)C(=O)OCC)C#N,ethyl 2-amino-6-chloro-4-(1-cyano-2-ethoxy-2-oxoethyl)-4H-chromene-3-carboxylate,2810830,"1S/C17H17ClN2O5/c1-3-23-16(21)11(8-19)13-10-7-9(18)5-6-12(10)25-15(20)14(13)17(22)24-4-2/h5-7,11,13H,3-4,20H2,1-2H3",ethyl 2-amino-6-chloro-4-(1-cyano-2-ethoxy-2-oxoethyl)-4H-chromene-3-carboxylate,1,PMID: 31949855
CCOC(=O)C(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O,Chlorobenzilate,10522,"1S/C16H14Cl2O3/c1-2-21-15(19)16(20,11-3-7-13(17)8-4-11)12-5-9-14(18)10-6-12/h3-10,20H,2H2,1H3","ethyl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate",0,HEPG2
CCOC(=O)C1=C(C)NC(=C(C1c1ccccc1/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C,Lacidipine,5311217,"1S/C26H33NO6/c1-8-31-24(29)21-16(3)27-17(4)22(25(30)32-9-2)23(21)19-13-11-10-12-18(19)14-15-20(28)33-26(5,6)7/h10-15,23,27H,8-9H2,1-7H3/b15-14+","diethyl 2,6-dimethyl-4-[2-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate",0,HEPG2
CCOC(=O)C1=C[C@]2(CC)CCCN3[C@@H]2c2n1c1ccccc1c2CC3,Vinpocetine,443955,"1S/C22H26N2O2/c1-3-22-11-7-12-23-13-10-16-15-8-5-6-9-17(15)24(19(16)20(22)23)18(14-22)21(25)26-4-2/h5-6,8-9,14,20H,3-4,7,10-13H2,1-2H3/t20-,22+/m1/s1","ethyl (15S,19S)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18),16-pentaene-17-carboxylate",1,PMID: 29113305
CCOC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cccc2,VEGF Receptor 2 Kinase Inhibitor I,6419834,"1S/C18H18N2O3/c1-4-23-18(22)16-10(2)15(19-11(16)3)9-13-12-7-5-6-8-14(12)20-17(13)21/h5-9,19H,4H2,1-3H3,(H,20,21)/b13-9-","ethyl 2,4-dimethyl-5-[(Z)-(2-oxo-1H-indol-3-ylidene)methyl]-1H-pyrrole-3-carboxylate",1,PMID: 15836613
CCOC(=O)c1ccc(cc1)[C@@H]1CC[C@H](CC1)NC[C@@H](COc1ccc(c(c1)NS(=O)(=O)C)O)O.Cl,NA,NA,NA,NA,0,HEPG2
CCOC(=O)c1ccc(nc1)C#Cc1ccc2c(c1)C(C)(C)CCS2,Tazarotene,5381,"1S/C21H21NO2S/c1-4-24-20(23)16-7-9-17(22-14-16)8-5-15-6-10-19-18(13-15)21(2,3)11-12-25-19/h6-7,9-10,13-14H,4,11-12H2,1-3H3","ethyl 6-[2-(4,4-dimethyl-2,3-dihydrothiochromen-6-yl)ethynyl]pyridine-3-carboxylate",0,PMID: 15102095
CCOC(=O)c1ccccc1c1c2cc(C)/c(=N\CC)/cc2oc2c1cc(C)c(c2)NCC.Cl,Rhodamine 6G,13806,"1S/C28H30N2O3.ClH/c1-6-29-23-15-25-21(13-17(23)4)27(19-11-9-10-12-20(19)28(31)32-8-3)22-14-18(5)24(30-7-2)16-26(22)33-25;/h9-16,29H,6-8H2,1-5H3;1H","[9-(2-ethoxycarbonylphenyl)-6-(ethylamino)-2,7-dimethylxanthen-3-ylidene]-ethylazanium;chloride",0,"CHO, HEPG2"
CCOC(=O)COc1ccc2c(c1)CC(CC2)NCC(c1cccc(c1)Cl)O.Cl,"Ethyl 2-[[7-[[2-(3-chlorophenyl)-2-hydroxyethyl]amino]-5,6,7,8-tetrahydronaphthalen-2-yl]oxy]acetate;hydrochloride",21935081,"1S/C22H26ClNO4.ClH/c1-2-27-22(26)14-28-20-9-7-15-6-8-19(11-17(15)12-20)24-13-21(25)16-4-3-5-18(23)10-16;/h3-5,7,9-10,12,19,21,24-25H,2,6,8,11,13-14H2,1H3;1H","ethyl 2-[[7-[[2-(3-chlorophenyl)-2-hydroxyethyl]amino]-5,6,7,8-tetrahydronaphthalen-2-yl]oxy]acetate;hydrochloride",0,HEPG2
CCOC(=O)Nc1ccc(nc1N)NCc1ccc(cc1)F,Flupirtine,53276,"1S/C15H17FN4O2/c1-2-22-15(21)19-12-7-8-13(20-14(12)17)18-9-10-3-5-11(16)6-4-10/h3-8H,2,9H2,1H3,(H,19,21)(H3,17,18,20)",ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]pyridin-3-yl]carbamate,1,PMID: 9421279
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,Desmedipham,24743,"1S/C16H16N2O4/c1-2-21-15(19)18-13-9-6-10-14(11-13)22-16(20)17-12-7-4-3-5-8-12/h3-11H,2H2,1H3,(H,17,20)(H,18,19)",[3-(ethoxycarbonylamino)phenyl] N-phenylcarbamate,1,HEPG2
CCOC(=O)O[C@@H](OC(=O)c1ccc2c(c1)cc(n2Cc1noc(c1)c1ccc(s1)Cl)C(=O)NC1CCN(CC1)C(C)C)C.Cl,"[(1R)-1-ethoxycarbonyloxyethyl] 1-[[5-(5-chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl]-2-[(1-propan-2-ylpiperidin-4-yl)carbamoyl]indole-5-carboxylate;hydrochloride",60196407,"1S/C31H35ClN4O7S.ClH/c1-5-40-31(39)42-19(4)41-30(38)20-6-7-24-21(14-20)15-25(29(37)33-22-10-12-35(13-11-22)18(2)3)36(24)17-23-16-26(43-34-23)27-8-9-28(32)44-27;/h6-9,14-16,18-19,22H,5,10-13,17H2,1-4H3,(H,33,37);1H/t19-;/m1./s1","[(1R)-1-ethoxycarbonyloxyethyl] 1-[[5-(5-chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl]-2-[(1-propan-2-ylpiperidin-4-yl)carbamoyl]indole-5-carboxylate;hydrochloride",0,"CHO, HEPG2"
CCOc1cc(C=O)ccc1O,Ethyl vanillin,8467,"1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3",3-ethoxy-4-hydroxybenzaldehyde,1,PMID: 31781325
CCOc1ccc(cc1)[N+](=O)[O-],4-Nitrophenetole,7495,"1S/C8H9NO3/c1-2-12-8-5-3-7(4-6-8)9(10)11/h3-6H,2H2,1H3",1-ethoxy-4-nitrobenzene,0,HEPG2
CCOc1ccc(cc1)Cc1cc(ccc1Cl)[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,Dapagliflozin,9887712,"1S/C21H25ClO6/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21/h3-8,10,17-21,23-26H,2,9,11H2,1H3/t17-,18-,19+,20-,21+/m1/s1","(2S,3R,4R,5S,6R)-2-[4-chloro-3-[(4-ethoxyphenyl)methyl]phenyl]-6-(hydroxymethyl)oxane-3,4,5-triol",1,PMID: 27391020
CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1nnn[nH]1)c(ccc2)C(=O)OC(OC(=O)OC1CCCCC1)C,Candesartan cilexetil,2540,"1S/C33H34N6O6/c1-3-42-32-34-28-15-9-14-27(31(40)43-21(2)44-33(41)45-24-10-5-4-6-11-24)29(28)39(32)20-22-16-18-23(19-17-22)25-12-7-8-13-26(25)30-35-37-38-36-30/h7-9,12-19,21,24H,3-6,10-11,20H2,1-2H3,(H,35,36,37,38)",1-cyclohexyloxycarbonyloxyethyl 2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylate,0,CHO
