SMILES,Name,CID,InChI,IUPAC,Status,Source
Cc1ccnc(c1)N,2-Amino-4-methylpyridine,1533,"1S/C6H8N2/c1-5-2-3-8-6(7)4-5/h2-4H,1H3,(H2,7,8)",4-methylpyridin-2-amine,0,ARE
Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,"2-Cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadecan-10-one",73013482,"1S/C15H26N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h9-14,16-17H,2-8H2,1H3,(H,18,20)","2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadecan-10-one",0,ARE
Cc1ccnc2c1cccc2,4-Methylquinoline,10285,"1S/C10H9N/c1-8-6-7-11-10-5-3-2-4-9(8)10/h2-7H,1H3",4-methylquinoline,0,ARE
Cc1ccncc1,4-Methylpyridine,7963,"1S/C6H7N/c1-6-2-4-7-5-3-6/h2-5H,1H3",4-methylpyridine,0,ARE
CC1CN1,2-Methylaziridine,6377,"1S/C3H7N/c1-3-2-4-3/h3-4H,2H2,1H3",2-methylaziridine,0,ARE
CC1CN1P(=O)(N1CC1C)N1CC1C,Metepa,60976,"1S/C9H18N3OP/c1-7-4-10(7)14(13,11-5-8(11)2)12-6-9(12)3/h7-9H,4-6H2,1-3H3",1-bis(2-methylaziridin-1-yl)phosphoryl-2-methylaziridine,0,ARE
Cc1cnc(c(c1)C(=O)O)C1=NC(=O)C(N1)(C)C(C)C,Imazapic,91770,"1S/C14H17N3O3/c1-7(2)14(4)13(20)16-11(17-14)10-9(12(18)19)5-8(3)6-15-10/h5-7H,1-4H3,(H,18,19)(H,16,17,20)",5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)pyridine-3-carboxylic acid,0,ARE
Cc1cnc(c(n1)C)C,"2,3,5-Trimethylpyrazine",26808,"1S/C7H10N2/c1-5-4-8-6(2)7(3)9-5/h4H,1-3H3","2,3,5-trimethylpyrazine",0,ARE
Cc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,Sulfaperin,68933,"1S/C11H12N4O2S/c1-8-6-13-11(14-7-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",4-amino-N-(5-methylpyrimidin-2-yl)benzenesulfonamide,0,ARE
Cc1cnc2c(c1)ccc(c2C(=O)O)Cl,Quinmerac,91749,"1S/C11H8ClNO2/c1-6-4-7-2-3-8(12)9(11(14)15)10(7)13-5-6/h2-5H,1H3,(H,14,15)",7-chloro-3-methylquinoline-8-carboxylic acid,0,ARE
CC1COC(=O)O1,Propylene carbonate,7924,"1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3","4-methyl-1,3-dioxolan-2-one",0,ARE
CC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Oc1ccc(cc1)Cl,Difenoconazole,86173,"1S/C19H17Cl2N3O3/c1-13-9-25-19(27-13,10-24-12-22-11-23-24)17-7-6-16(8-18(17)21)26-15-4-2-14(20)3-5-15/h2-8,11-13H,9-10H2,1H3","1-[[2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",1,ARE
CC1COc2c(N1)cccc2,"3-methyl-3,4-dihydro-2H-1,4-benzoxazine",2763760,"1S/C9H11NO/c1-7-6-11-9-5-3-2-4-8(9)10-7/h2-5,7,10H,6H2,1H3","3-methyl-3,4-dihydro-2H-1,4-benzoxazine",0,ARE
CC1COc2c(N1C(=O)C(Cl)Cl)cccc2,Benoxacor,62306,"1S/C11H11Cl2NO2/c1-7-6-16-9-5-3-2-4-8(9)14(7)11(15)10(12)13/h2-5,7,10H,6H2,1H3","2,2-dichloro-1-(3-methyl-2,3-dihydro-1,4-benzoxazin-4-yl)ethanone",1,ARE
Cc1cscn1,4-Methylthiazole,12748,"1S/C4H5NS/c1-4-2-6-3-5-4/h2-3H,1H3","4-methyl-1,3-thiazole",0,ARE
Cc1nc(c(s1)C(=O)C)C,"5-Acetyl-2,4-dimethylthiazole",520888,1S/C7H9NOS/c1-4-7(5(2)9)10-6(3)8-4/h1-3H3,"1-(2,4-dimethyl-1,3-thiazol-5-yl)ethanone",0,ARE
Cc1nc(C)c(c(c1Cl)O)Cl,Clopidol,18087,"1S/C7H7Cl2NO/c1-3-5(8)7(11)6(9)4(2)10-3/h1-2H3,(H,10,11)","3,5-dichloro-2,6-dimethyl-1H-pyridin-4-one",0,ARE
Cc1nc(C)c(nc1C)C,"2,3,5,6-Tetramethylpyrazine",14296,1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3,"2,3,5,6-tetramethylpyrazine",0,ARE
Cc1nc(N)nc(n1)N,"6-Methyl-1,3,5-triazine-2,4-diamine",10949,"1S/C4H7N5/c1-2-7-3(5)9-4(6)8-2/h1H3,(H4,5,6,7,8,9)","6-methyl-1,3,5-triazine-2,4-diamine",0,ARE
Cc1nc2c([nH]1)n(Cc1ccco1)c(=O)n(c2=O)C,Furafylline,3433,"1S/C12H12N4O3/c1-7-13-9-10(14-7)16(6-8-4-3-5-19-8)12(18)15(2)11(9)17/h3-5H,6H2,1-2H3,(H,13,14)","3-(furan-2-ylmethyl)-1,8-dimethyl-7H-purine-2,6-dione",0,ARE
Cc1nc2c(s1)cccc2,2-Methylbenzothiazole,8446,"1S/C8H7NS/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3","2-methyl-1,3-benzothiazole",0,ARE
CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,Metolazone,4170,"1S/C16H16ClN3O3S/c1-9-5-3-4-6-14(9)20-10(2)19-13-8-12(17)15(24(18,22)23)7-11(13)16(20)21/h3-8,10,19H,1-2H3,(H2,18,22,23)","7-chloro-2-methyl-3-(2-methylphenyl)-4-oxo-1,2-dihydroquinazoline-6-sulfonamide",0,ARE
Cc1nc2ccccc2c(=O)o1,"2-Methyl-4H-3,1-benzoxazin-4-one",68236,"1S/C9H7NO2/c1-6-10-8-5-3-2-4-7(8)9(11)12-6/h2-5H,1H3","2-methyl-3,1-benzoxazin-4-one",0,ARE
Cc1ncc[nH]1,2-Methylimidazole,12749,"1S/C4H6N2/c1-4-5-2-3-6-4/h2-3H,1H3,(H,5,6)",2-methyl-1H-imidazole,0,ARE
CC1NCCN(C1)c1cc2n(cc(c(=O)c2cc1F)C(=O)O)c1ccc(cc1F)F,Temafloxacin,60021,"1S/C21H18F3N3O3/c1-11-9-26(5-4-25-11)19-8-18-13(7-16(19)24)20(28)14(21(29)30)10-27(18)17-3-2-12(22)6-15(17)23/h2-3,6-8,10-11,25H,4-5,9H2,1H3,(H,29,30)","1-(2,4-difluorophenyl)-6-fluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid",0,ARE
CC1NCCOC1c1ccccc1.Cl,Phenmetrazine hydrochloride,92159,"1S/C11H15NO.ClH/c1-9-11(13-8-7-12-9)10-5-3-2-4-6-10;/h2-6,9,11-12H,7-8H2,1H3;1H",3-methyl-2-phenylmorpholine;hydrochloride,0,ARE
Cc1ncsc1CCCl,Clomethiazole,10783,"1S/C6H8ClNS/c1-5-6(2-3-7)9-4-8-5/h4H,2-3H2,1H3","5-(2-chloroethyl)-4-methyl-1,3-thiazole",0,ARE
Cc1ncsc1CCO,4-Methyl-5-thiazoleethanol,1136,"1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3","2-(4-methyl-1,3-thiazol-5-yl)ethanol",0,ARE
Cc1nn(c(c1)N)c1ccccc1,3-Methyl-1-phenyl-1H-pyrazol-5-amine,70801,"1S/C10H11N3/c1-8-7-10(11)13(12-8)9-5-3-2-4-6-9/h2-7H,11H2,1H3",5-methyl-2-phenylpyrazol-3-amine,0,ARE
Cc1nn(c(c1/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1)C,Fenpyroximate,9576412,"1S/C24H27N3O4/c1-17-21(22(27(5)26-17)30-20-9-7-6-8-10-20)15-25-29-16-18-11-13-19(14-12-18)23(28)31-24(2,3)4/h6-15H,16H2,1-5H3/b25-15+","tert-butyl 4-[[(E)-(1,3-dimethyl-5-phenoxypyrazol-4-yl)methylideneamino]oxymethyl]benzoate",1,ARE
Cc1nnc(c(=O)n1N)c1ccccc1,Metamitron,38854,"1S/C10H10N4O/c1-7-12-13-9(10(15)14(7)11)8-5-3-2-4-6-8/h2-6H,11H2,1H3","4-amino-3-methyl-6-phenyl-1,2,4-triazin-5-one",0,ARE
Cc1noc(c1)CCCOc1c(C)cc(cc1C)c1noc(n1)C(F)(F)F,Pleconaril,1684,"1S/C18H18F3N3O3/c1-10-7-13(16-22-17(27-24-16)18(19,20)21)8-11(2)15(10)25-6-4-5-14-9-12(3)23-26-14/h7-9H,4-6H2,1-3H3","3-[3,5-dimethyl-4-[3-(3-methyl-1,2-oxazol-5-yl)propoxy]phenyl]-5-(trifluoromethyl)-1,2,4-oxadiazole",0,ARE
CC1OC(=C(C1=O)O)C,Furaneol,19309,"1S/C6H8O3/c1-3-5(7)6(8)4(2)9-3/h3,8H,1-2H3","4-hydroxy-2,5-dimethylfuran-3-one",0,ARE
CC1OC(=O)C(OC1=O)C,"3,6-Dimethyl-1,4-dioxane-2,5-dione",7272,"1S/C6H8O4/c1-3-5(7)10-4(2)6(8)9-3/h3-4H,1-2H3","3,6-dimethyl-1,4-dioxane-2,5-dione",0,ARE
CC1OC(C(=N1)C)C,"2,4,5-Trimethyl-3-oxazoline",31492,"1S/C6H11NO/c1-4-5(2)8-6(3)7-4/h5-6H,1-3H3","2,4,5-trimethyl-2,5-dihydro-1,3-oxazole",1,ARE
CC1OC(C)OC(O1)C,Paraldehyde,31264,"1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3","2,4,6-trimethyl-1,3,5-trioxane",0,ARE
CC1OC1C1CCC2(C(C1)O2)C,1-Methyl-4-(3-methyloxiran-2-yl)-7-oxabicyclo[4.1.0]heptane,7275,"1S/C10H16O2/c1-6-9(11-6)7-3-4-10(2)8(5-7)12-10/h6-9H,3-5H2,1-2H3",1-methyl-4-(3-methyloxiran-2-yl)-7-oxabicyclo[4.1.0]heptane,0,ARE
Cc1onc(c1)NC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,Isoxicam,54677972,"1S/C14H13N3O5S/c1-8-7-11(16-22-8)15-14(19)12-13(18)9-5-3-4-6-10(9)23(20,21)17(12)2/h3-7,18H,1-2H3,(H,15,16,19)","4-hydroxy-2-methyl-N-(5-methyl-1,2-oxazol-3-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",0,ARE
Cc1onc(c1c1ccc(cc1)S(=O)(=O)N)c1ccccc1,Valdecoxib,119607,"1S/C16H14N2O3S/c1-11-15(12-7-9-14(10-8-12)22(17,19)20)16(18-21-11)13-5-3-2-4-6-13/h2-10H,1H3,(H2,17,19,20)","4-(5-methyl-3-phenyl-1,2-oxazol-4-yl)benzenesulfonamide",0,ARE
CCBr,Bromoethane,6332,"1S/C2H5Br/c1-2-3/h2H2,1H3",bromoethane,0,ARE
CCC([N+](=O)[O-])(CO)CO,"2-Ethyl-2-nitro-1,3-propanediol",11696,"1S/C5H11NO4/c1-2-5(3-7,4-8)6(9)10/h7-8H,2-4H2,1H3","2-ethyl-2-nitropropane-1,3-diol",0,ARE
CCC(/N=N/C(C#N)(CC)C)(C#N)C,"2,2'-Azobis(2-methylbutyronitrile)",93079,"1S/C10H16N4/c1-5-9(3,7-11)13-14-10(4,6-2)8-12/h5-6H2,1-4H3",2-(2-cyanobutan-2-yldiazenyl)-2-methylbutanenitrile,0,ARE
CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,Ethacrynic acid,3278,"1S/C13H12Cl2O4/c1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17/h4-5H,2-3,6H2,1H3,(H,16,17)","2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid",1,ARE
CCC(=O)[O-].CCC(=O)[O-].[Ca+2],Calcium propionate,19999,"1S/2C3H6O2.Ca/c2*1-2-3(4)5;/h2*2H2,1H3,(H,4,5);/q;;+2/p-2",calcium;propanoate,0,ARE
CCC(=O)C,Methyl ethyl ketone,6569,"1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",butan-2-one,0,ARE
CCC(=O)C(=O)CC,"3,4-Hexanedione",62539,"1S/C6H10O2/c1-3-5(7)6(8)4-2/h3-4H2,1-2H3","hexane-3,4-dione",0,ARE
CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C.Cl,Methadone hydrochloride,14184,"1S/C21H27NO.ClH/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19;/h6-15,17H,5,16H2,1-4H3;1H","6-(dimethylamino)-4,4-diphenylheptan-3-one;hydrochloride",0,ARE
CCC(=O)C(c1ccccc1)(c1ccccc1)CCN(C)C,Normethadone,10090,"1S/C20H25NO/c1-4-19(22)20(15-16-21(2)3,17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5-14H,4,15-16H2,1-3H3","6-(dimethylamino)-4,4-diphenylhexan-3-one",0,ARE
CCC(=O)C=C,Ethyl vinyl ketone,15394,"1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3",pent-1-en-3-one,0,ARE
CCC(=O)C=Cc1ccc(cc1)OC,CID 61008,61008,"1S/C12H14O2/c1-3-11(13)7-4-10-5-8-12(14-2)9-6-10/h4-9H,3H2,1-2H3",1-(4-methoxyphenyl)pent-1-en-3-one,0,ARE
CCC(=O)c1c(O)cc(cc1O)O,Flopropione,3362,"1S/C9H10O4/c1-2-6(11)9-7(12)3-5(10)4-8(9)13/h3-4,10,12-13H,2H2,1H3","1-(2,4,6-trihydroxyphenyl)propan-1-one",0,ARE
CCC(=O)C1CC(CC=C1C)C(C)C,Nerone,35785,"1S/C13H22O/c1-5-13(14)12-8-11(9(2)3)7-6-10(12)4/h6,9,11-12H,5,7-8H2,1-4H3",1-(2-methyl-5-propan-2-ylcyclohex-2-en-1-yl)propan-1-one,0,ARE
CCC(=O)c1ccc(cc1)Cl,4'-Chloropropiophenone,22697,"1S/C9H9ClO/c1-2-9(11)7-3-5-8(10)6-4-7/h3-6H,2H2,1H3",1-(4-chlorophenyl)propan-1-one,0,ARE
CCC(=O)c1cccc(c1)Cl,3'-Chloropropiophenone,587128,"1S/C9H9ClO/c1-2-9(11)7-4-3-5-8(10)6-7/h3-6H,2H2,1H3",1-(3-chlorophenyl)propan-1-one,0,ARE
CCC(=O)c1ccccc1,Propiophenone,7148,"1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",1-phenylpropan-1-one,0,ARE
CCC(=O)CC,3-Pentanone,7288,"1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",pentan-3-one,0,ARE
CCC(=O)N(c1ccc(cc1)F)C1CCN(CC1)CCc1ccccc1,p-Fluorofentanyl,62300,"1S/C22H27FN2O/c1-2-22(26)25(20-10-8-19(23)9-11-20)21-13-16-24(17-14-21)15-12-18-6-4-3-5-7-18/h3-11,21H,2,12-17H2,1H3",N-(4-fluorophenyl)-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide,0,ARE
CCC(=O)N(c1ccccc1)C1CCN(CC1)C(Cc1ccccc1)C.Cl,alpha-Methylfentanyl hydrochloride,24194381,"1S/C23H30N2O.ClH/c1-3-23(26)25(21-12-8-5-9-13-21)22-14-16-24(17-15-22)19(2)18-20-10-6-4-7-11-20;/h4-13,19,22H,3,14-18H2,1-2H3;1H",N-phenyl-N-[1-(1-phenylpropan-2-yl)piperidin-4-yl]propanamide;hydrochloride,0,ARE
CCC(=O)N(c1ccccc1)C1CCN(CC1)C(Cc1cccs1)C.Cl,N-[1-[1-Methyl-2-(2-thienyl)ethyl]-4-piperidyl]-N-phenylpropanamide hydrochloride,60196322,"1S/C21H28N2OS.ClH/c1-3-21(24)23(18-8-5-4-6-9-18)19-11-13-22(14-12-19)17(2)16-20-10-7-15-25-20;/h4-10,15,17,19H,3,11-14,16H2,1-2H3;1H",N-phenyl-N-[1-(1-thiophen-2-ylpropan-2-yl)piperidin-4-yl]propanamide;hydrochloride,1,ARE
CCC(=O)N(c1ccccc1)C1CCN(CC1)CC(c1ccccc1)O.Cl,N-[1-(2-Hydroxy-2-phenylethyl)-4-piperidyl]-N-phenylpropanamide hydrochloride,60196321,"1S/C22H28N2O2.ClH/c1-2-22(26)24(19-11-7-4-8-12-19)20-13-15-23(16-14-20)17-21(25)18-9-5-3-6-10-18;/h3-12,20-21,25H,2,13-17H2,1H3;1H",N-[1-(2-hydroxy-2-phenylethyl)piperidin-4-yl]-N-phenylpropanamide;hydrochloride,0,ARE
CCC(=O)N(c1ccccc1)C1CCN(CC1)Cc1ccccc1.Cl,N-(1-Benzyl-4-piperidyl)-N-phenylpropanamide hydrochloride,60196318,"1S/C21H26N2O.ClH/c1-2-21(24)23(19-11-7-4-8-12-19)20-13-15-22(16-14-20)17-18-9-5-3-6-10-18;/h3-12,20H,2,13-17H2,1H3;1H",N-(1-benzylpiperidin-4-yl)-N-phenylpropanamide;hydrochloride,0,ARE
CCC(=O)N(c1ccccc1)C1CCNCC1,Norfentanyl,259381,"1S/C14H20N2O/c1-2-14(17)16(12-6-4-3-5-7-12)13-8-10-15-11-9-13/h3-7,13,15H,2,8-11H2,1H3",N-phenyl-N-piperidin-4-ylpropanamide,0,ARE
CCC(=O)N(C1CCN(CC1C)CCc1cccs1)c1ccccc1.Cl,N-[3-methyl-1-(2-thiophen-2-ylethyl)piperidin-4-yl]-N-phenylpropanamide;hydrochloride,60196323,"1S/C21H28N2OS.ClH/c1-3-21(24)23(18-8-5-4-6-9-18)20-12-14-22(16-17(20)2)13-11-19-10-7-15-25-19;/h4-10,15,17,20H,3,11-14,16H2,1-2H3;1H",N-[3-methyl-1-(2-thiophen-2-ylethyl)piperidin-4-yl]-N-phenylpropanamide;hydrochloride,1,ARE
CCC(=O)Nc1ccc(cc1)O,Parapropamol,74325,"1S/C9H11NO2/c1-2-9(12)10-7-3-5-8(11)6-4-7/h3-6,11H,2H2,1H3,(H,10,12)",N-(4-hydroxyphenyl)propanamide,0,ARE
CCC(=O)Nc1cccc(c1)N,N-(3-Aminophenyl)propanamide,89953,"1S/C9H12N2O/c1-2-9(12)11-8-5-3-4-7(10)6-8/h3-6H,2,10H2,1H3,(H,11,12)",N-(3-aminophenyl)propanamide,0,ARE
CCC(=O)O[C@@H]1C[C@@H]2C([C@@]1(C)CC2)(C)C,Isobornyl propionate,23617864,"1S/C13H22O2/c1-5-11(14)15-10-8-9-6-7-13(10,4)12(9,2)3/h9-10H,5-8H2,1-4H3/t9-,10-,13+/m1/s1","[(1R,2R,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] propanoate",0,ARE
CCC(=O)O[C@H]1[C@@H](O[C@@H](C[C@@H]1N(C)C)C)O[C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@@H](C)C(=O)O[C@H](CC)[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]1(C)O)C)C)O)(C)O,Erythromycin propionate,71277,"1S/C40H71NO14/c1-15-27-40(11,48)33(44)22(5)30(43)20(3)18-38(9,47)35(55-37-32(53-28(42)16-2)26(41(12)13)17-21(4)50-37)23(6)31(24(7)36(46)52-27)54-29-19-39(10,49-14)34(45)25(8)51-29/h20-27,29,31-35,37,44-45,47-48H,15-19H2,1-14H3/t20-,21-,22+,23+,24-,25+,26+,27-,29+,31+,32-,33-,34+,35-,37+,38-,39-,40-/m1/s1","[(2S,3R,4S,6R)-4-(dimethylamino)-2-[[(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-6-yl]oxy]-6-methyloxan-3-yl] propanoate",0,ARE
CCC(=O)O[C@H]1CCC2C(=C1)CCC1C2CCC2(C1CC[C@@H]2OC(=O)CC)C,Bolandiol dipropionate,16141,"1S/C24H36O4/c1-4-22(25)27-16-7-9-17-15(14-16)6-8-19-18(17)12-13-24(3)20(19)10-11-21(24)28-23(26)5-2/h14,16-21H,4-13H2,1-3H3/t16-,17?,18?,19?,20?,21-,24?/m0/s1","[(3S,17S)-13-methyl-17-propanoyloxy-1,2,3,6,7,8,9,10,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl] propanoate",0,ARE
CCC(=O)OC,Methyl propionate,11124,"1S/C4H8O2/c1-3-4(5)6-2/h3H2,1-2H3",methyl propanoate,0,ARE
CCC(=O)OC(C1CCC(=CC1)C)(C)C,Terpinyl propionate,62328,"1S/C13H22O2/c1-5-12(14)15-13(3,4)11-8-6-10(2)7-9-11/h6,11H,5,7-9H2,1-4H3",2-(4-methylcyclohex-3-en-1-yl)propan-2-yl propanoate,0,ARE
CCC(=O)OC(c1ccccc1)C,1-Phenylethyl propionate,8432,"1S/C11H14O2/c1-3-11(12)13-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3",1-phenylethyl propanoate,0,ARE
CCC(=O)OC(CCC=C(C)C)(C=C)C,Linalyl propionate,61098,"1S/C13H22O2/c1-6-12(14)15-13(5,7-2)10-8-9-11(3)4/h7,9H,2,6,8,10H2,1,3-5H3","3,7-dimethylocta-1,6-dien-3-yl propanoate",0,ARE
CCC(=O)OC/C=C/c1ccccc1,Cinnamyl propionate,5355850,"1S/C12H14O2/c1-2-12(13)14-10-6-9-11-7-4-3-5-8-11/h3-9H,2,10H2,1H3/b9-6+",[(E)-3-phenylprop-2-enyl] propanoate,1,ARE
CCC(=O)OC1(CCN(CC1)C)c1ccccc1.Cl,1-Methyl-4-phenyl-4-propionoxypiperidine hydrochloride,3030770,"1S/C15H21NO2.ClH/c1-3-14(17)18-15(9-11-16(2)12-10-15)13-7-5-4-6-8-13;/h4-8H,3,9-12H2,1-2H3;1H",(1-methyl-4-phenylpiperidin-4-yl) propanoate;hydrochloride,0,ARE
CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]([C@@H]2OC(=O)CC)OC(=O)CC)C,Estriol tripropionate,102232,"1S/C27H36O6/c1-5-23(28)31-17-9-11-18-16(14-17)8-10-20-19(18)12-13-27(4)21(20)15-22(32-24(29)6-2)26(27)33-25(30)7-3/h9,11,14,19-22,26H,5-8,10,12-13,15H2,1-4H3/t19-,20-,21+,22-,26+,27+/m1/s1","[(8R,9S,13S,14S,16R,17R)-13-methyl-3,17-di(propanoyloxy)-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-16-yl] propanoate",0,ARE
CCC(=O)OCc1ccc(cc1)OC,Anisyl propionate,61417,"1S/C11H14O3/c1-3-11(12)14-8-9-4-6-10(13-2)7-5-9/h4-7H,3,8H2,1-2H3",(4-methoxyphenyl)methyl propanoate,0,ARE
CCC(=O)OCc1ccccc1,Benzyl propionate,31219,"1S/C10H12O2/c1-2-10(11)12-8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",benzyl propanoate,0,ARE
CCC(=O)OCCC(CCC=C(C)C)C,Citronellyl propionate,8834,"1S/C13H24O2/c1-5-13(14)15-10-9-12(4)8-6-7-11(2)3/h7,12H,5-6,8-10H2,1-4H3","3,7-dimethyloct-6-enyl propanoate",0,ARE
CCC(=O)OCCOc1ccccc1,2-Phenoxyethyl propionate,31954,"1S/C11H14O3/c1-2-11(12)14-9-8-13-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",2-phenoxyethyl propanoate,0,ARE
CCC(Br)C,2-Bromobutane,6554,"1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",2-bromobutane,0,ARE
CCC(C(=O)[O-])(CCC(C)C)C.CCC(C(=O)[O-])(CCC(C)C)C.[Ca+2],"Calcium;2-ethyl-2,5-dimethylhexanoate",60196426,"1S/2C10H20O2.Ca/c2*1-5-10(4,9(11)12)7-6-8(2)3;/h2*8H,5-7H2,1-4H3,(H,11,12);/q;;+2/p-2","calcium;2-ethyl-2,5-dimethylhexanoate",0,ARE
CCC(C(=O)[O-])(CCC(C)C)C.CCC(C(=O)[O-])(CCC(C)C)C.[Zn+2],"ZINC;2-ethyl-2,5-dimethylhexanoate",60196430,"1S/2C10H20O2.Zn/c2*1-5-10(4,9(11)12)7-6-8(2)3;/h2*8H,5-7H2,1-4H3,(H,11,12);/q;;+2/p-2","zinc;2-ethyl-2,5-dimethylhexanoate",0,ARE
CCC(C(=O)C)C,3-Methyl-2-pentanone,11262,"1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3",3-methylpentan-2-one,0,ARE
CCC(C(=O)c1ccc(cc1)N1CCOCC1)(N(C)C)Cc1ccccc1,2-Benzyl-2-dimethylamino-1-(4-morpholinophenyl)-1-butanone,86171,"1S/C23H30N2O2/c1-4-23(24(2)3,18-19-8-6-5-7-9-19)22(26)20-10-12-21(13-11-20)25-14-16-27-17-15-25/h5-13H,4,14-18H2,1-3H3",2-benzyl-2-(dimethylamino)-1-(4-morpholin-4-ylphenyl)butan-1-one,1,ARE
CCC(C(=O)NC(=O)N)(CC)Br,Carbromal,6488,"1S/C7H13BrN2O2/c1-3-7(8,4-2)5(11)10-6(9)12/h3-4H2,1-2H3,(H3,9,10,11,12)",2-bromo-N-carbamoyl-2-ethylbutanamide,0,ARE
CCC(C(=O)O)(C)C,"2,2-Dimethylbutyric acid",11684,"1S/C6H12O2/c1-4-6(2,3)5(7)8/h4H2,1-3H3,(H,7,8)","2,2-dimethylbutanoic acid",0,ARE
CCC(C(=O)O)(CC(=O)Nc1cccc(c1)/C=C/c1scc(n1)C1CCC1)CC,Cinalukast,6436135,"1S/C23H28N2O3S/c1-3-23(4-2,22(27)28)14-20(26)24-18-10-5-7-16(13-18)11-12-21-25-19(15-29-21)17-8-6-9-17/h5,7,10-13,15,17H,3-4,6,8-9,14H2,1-2H3,(H,24,26)(H,27,28)/b12-11+","4-[3-[(E)-2-(4-cyclobutyl-1,3-thiazol-2-yl)ethenyl]anilino]-2,2-diethyl-4-oxobutanoic acid",1,ARE
CCC(C(=O)O)(CCC(C)C)C,"2,5-Dimethyl-2-ethylhexanoic acid",62817,"1S/C10H20O2/c1-5-10(4,9(11)12)7-6-8(2)3/h8H,5-7H2,1-4H3,(H,11,12)","2-ethyl-2,5-dimethylhexanoic acid",0,ARE
CCC(C(=O)O)(Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(C(=O)O)(CC)C)C,Clinofibrate,2787,"1S/C28H36O6/c1-5-26(3,24(29)30)33-22-14-10-20(11-15-22)28(18-8-7-9-19-28)21-12-16-23(17-13-21)34-27(4,6-2)25(31)32/h10-17H,5-9,18-19H2,1-4H3,(H,29,30)(H,31,32)",2-[4-[1-[4-(2-carboxybutan-2-yloxy)phenyl]cyclohexyl]phenoxy]-2-methylbutanoic acid,0,ARE
CCC(C(=O)O)CC,2-Ethylbutyric acid,6915,"1S/C6H12O2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)",2-ethylbutanoic acid,0,ARE
