SMILES,Name,CID,InChI,IUPAC,Status,Source
C[C@@H]1O[C@@H]1Cl,"1-Chloro-1,2-epoxypropane",3036756,"1S/C3H5ClO/c1-2-3(4)5-2/h2-3H,1H3/t2-,3-/m0/s1","(2R,3S)-2-chloro-3-methyloxirane",1,CCRIS
C[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@H]2[C@H]1c1ccc(cc1CC2)O,11beta-Methylestradiol,23619914,"1S/C19H26O2/c1-11-10-19(2)16(7-8-17(19)21)15-5-3-12-9-13(20)4-6-14(12)18(11)15/h4,6,9,11,15-18,20-21H,3,5,7-8,10H2,1-2H3/t11-,15-,16-,17-,18+,19-/m0/s1","(8S,9S,11S,13S,14S,17S)-11,13-dimethyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",0,CCRIS
C[C@H]1O[C@@H]1Cl,trans-1-Chloropropene oxide,155623,"1S/C3H5ClO/c1-2-3(4)5-2/h2-3H,1H3/t2-,3+/m1/s1","(2R,3R)-2-chloro-3-methyloxirane",1,CCRIS
C[C@H]1OC(=O)c2c(C1)c(Cl)cc(c2O)C(=O)NC(C(=O)O)Cc1ccccc1,Antibiotic 9663,9344,"1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)/t10-,15?/m1/s1","2-[[(3R)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid",1,CCRIS
C[Hg]OC(=O)C,Methylmercury(1+);acetate,12462998,"1S/C2H4O2.CH3.Hg/c1-2(3)4;;/h1H3,(H,3,4);1H3;/q;;+1/p-1",methylmercury(1+);acetate,0,CCRIS
C[N+](=C1C=CC(=C(c2ccc(cc2)N(C)C)c2ccccc2)C=C1)C.[Cl-],Malachite green,11294,"1S/C23H25N2.ClH/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4;/h5-17H,1-4H3;1H/q+1;/p-1","[4-[[4-(dimethylamino)phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium;chloride",0,CCRIS
C[NH+](CCN(c1ccccn1)Cc1cscc1)C.[Cl-],"1,2-Ethanediamine, N,N-dimethyl-N'-2-pyridinyl-N'-(3-thienylmethyl)-, monohydrochloride",13734,"1S/C14H19N3S.ClH/c1-16(2)8-9-17(11-13-6-10-18-12-13)14-5-3-4-7-15-14;/h3-7,10,12H,8-9,11H2,1-2H3;1H",dimethyl-[2-[pyridin-2-yl(thiophen-3-ylmethyl)amino]ethyl]azanium;chloride,0,CCRIS
C/C=C/c1ccc(c(c1)OC)O,Isoeugenol,853433,"1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3-7,11H,1-2H3/b4-3+",2-methoxy-4-[(E)-prop-1-enyl]phenol,1,CCRIS
C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,Norethindrone,6230,"1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1","(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",1,CCRIS
C#CCN1CC(=O)N(C1=O)COC(=O)C1C(C1(C)C)C=C(C)C,Imiprothrin,123622,"1S/C17H22N2O4/c1-6-7-18-9-13(20)19(16(18)22)10-23-15(21)14-12(8-11(2)3)17(14,4)5/h1,8,12,14H,7,9-10H2,2-5H3","(2,5-dioxo-3-prop-2-ynylimidazolidin-1-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",0,CCRIS
C#CCOC(c1ccc(cc1)Cl)C(=O)NCCc1ccc(c(c1)OC)OCC#C,Mandipropamid,11292824,"1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,0,CCRIS
C=CC(=O)OC(COCC(OCC(OC(=O)C=C)C)C)C,Tripropyleneglycol diacrylate,93414,"1S/C15H24O6/c1-6-14(16)20-12(4)9-18-8-11(3)19-10-13(5)21-15(17)7-2/h6-7,11-13H,1-2,8-10H2,3-5H3",1-[2-(2-prop-2-enoyloxypropoxy)propoxy]propan-2-yl prop-2-enoate,1,CCRIS
C=CSCCC(C(=O)O)N,S-Vinyl-DL-homocysteine,55145,"1S/C6H11NO2S/c1-2-10-4-3-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9)",2-amino-4-ethenylsulfanylbutanoic acid,1,CCRIS
C1=CC2C(C=C1)O2,Benzene oxide,104944,1S/C6H6O/c1-2-4-6-5(3-1)7-6/h1-6H,"7-oxabicyclo[4.1.0]hepta-2,4-diene",0,CCRIS
C1CCC(CC1)[Sn](C1CCCCC1)C1CCCCC1.O,Cyhexatin,6327054,"1S/3C6H11.H2O.Sn/c3*1-2-4-6-5-3-1;;/h3*1H,2-6H2;1H2;",,0,CCRIS
C1CCc2c(C1)c1cc3CCc4c(c3cc1cc2)cccc4,"DIBENZ(a,h)ANTHRACENE, 1,2,3,4,12,13-HEXAHYDRO-",9056,"1S/C22H20/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1,3,5,7,10,12-14H,2,4,6,8-9,11H2","5,6,8,9,10,11-hexahydronaphtho[1,2-b]phenanthrene",1,CCRIS
c1ccc2c(c1)c1cc3cccc4c3c3c1c2ccc3cc4,"Indeno[1,2,3-cd]pyrene",9131,1S/C22H12/c1-2-7-17-16(6-1)18-11-10-14-9-8-13-4-3-5-15-12-19(17)22(18)21(14)20(13)15/h1-12H,"hexacyclo[16.3.1.02,7.08,21.011,20.014,19]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene",1,CCRIS
c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4c1c(c3)cccc1,"Dibenzo(A,H)pyrene",9108,1S/C24H14/c1-3-7-19-15(5-1)13-17-9-12-22-20-8-4-2-6-16(20)14-18-10-11-21(19)23(17)24(18)22/h1-14H,"hexacyclo[10.10.2.02,7.09,23.013,18.020,24]tetracosa-1(23),2,4,6,8,10,12(24),13,15,17,19,21-dodecaene",1,CCRIS
c1ccc2c(c1)cc1c(n2)ccc2c1cccc2,Benz[a]acridine,9180,1S/C17H11N/c1-3-7-14-12(5-1)9-10-17-15(14)11-13-6-2-4-8-16(13)18-17/h1-11H,benzo[a]acridine,0,CCRIS
c1ccc2c(c1)cc1c3c2CCc3ccc1,"1,2-Dihydroaceanthrylene",160539,"1S/C16H12/c1-2-7-14-12(4-1)10-13-6-3-5-11-8-9-15(14)16(11)13/h1-7,10H,8-9H2","1,2-dihydroaceanthrylene",1,CCRIS
C1CCc2c(C1)ccc1c2cc2c(c1)ccc1c2cccc1,"DIBENZ(a,j)ANTHRACENE, 1,2,3,4-TETRAHYDRO-",27810,"1S/C22H18/c1-3-7-19-15(5-1)9-11-17-13-18-12-10-16-6-2-4-8-20(16)22(18)14-21(17)19/h1,3,5,7,9-14H,2,4,6,8H2","pentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17(22)-nonaene",1,CCRIS
C1CCc2c(C1)ccc1c2cc2ccc3c(c2c1)cccc3,"DIBENZ(a,h)ANTHRACENE, 1,2,3,4-TETRAHYDRO-",9058,"1S/C22H18/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1,3,5,7,9-14H,2,4,6,8H2","8,9,10,11-tetrahydronaphtho[1,2-b]phenanthrene",1,CCRIS
c1ccc2c(c1)ccc1c2cccn1,Benzo[f]quinoline,6796,1S/C13H9N/c1-2-5-11-10(4-1)7-8-13-12(11)6-3-9-14-13/h1-9H,benzo[f]quinoline,0,CCRIS
c1ccc2c(c1)ccc1c2nc2c(c1)ccc1c2[C@@H]2O[C@@H]2CC1,"Benz(c)oxireno(5,6)benz(1,2-h)acridine, 1a,2,3,13c-tetrahydro-, (1aR)-",151985,"1S/C21H15NO/c1-2-4-16-12(3-1)5-7-14-11-15-8-6-13-9-10-17-21(23-17)18(13)20(15)22-19(14)16/h1-8,11,17,21H,9-10H2/t17-,21-/m1/s1","(20R,22S)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene",0,CCRIS
c1ccc2c(c1)ccc1c2nc2c(c1)ccc1c2[C@H]2O[C@H]2CC1,"(+)-(1R,2S)-1,2-Epoxy-1,2,3,4-tetrahydrodibenz(c,h)acridine",151986,"1S/C21H15NO/c1-2-4-16-12(3-1)5-7-14-11-15-8-6-13-9-10-17-21(23-17)18(13)20(15)22-19(14)16/h1-8,11,17,21H,9-10H2/t17-,21-/m0/s1","(20S,22R)-21-oxa-2-azahexacyclo[12.9.0.03,12.04,9.017,23.020,22]tricosa-1(14),2,4,6,8,10,12,15,17(23)-nonaene",1,CCRIS
c1ccc2c(c1)cnc1c2cccc1,Phenanthridine,9189,1S/C13H9N/c1-2-6-11-10(5-1)9-14-13-8-4-3-7-12(11)13/h1-9H,phenanthridine,0,CCRIS
c1ccc2c(c1)nc1c(c2)c2Oc2c2c1cccc2,"Benz(c)acridine 5,6-epoxide",150767,1S/C17H9NO/c1-4-8-14-10(5-1)9-13-15(18-14)11-6-2-3-7-12(11)16-17(13)19-16/h1-9H,"3-oxa-12-azapentacyclo[9.8.0.02,4.05,10.013,18]nonadeca-1(19),2(4),5,7,9,11,13,15,17-nonaene",1,CCRIS
c1ccc2c(c1)nc1c(c2)ccc2c1cccc2,Benz[c]acridine,9181,1S/C17H11N/c1-3-7-15-12(5-1)9-10-14-11-13-6-2-4-8-16(13)18-17(14)15/h1-11H,benzo[c]acridine,1,CCRIS
c1ccc2c(n1)c1ccccc1c1c2O1,"Benzo(h)quinoline-5,6-oxide",149858,1S/C13H7NO/c1-2-5-9-8(4-1)11-10(6-3-7-14-11)13-12(9)15-13/h1-7H,"3-oxa-9-azatetracyclo[9.4.0.02,4.05,10]pentadeca-1(15),2(4),5(10),6,8,11,13-heptaene",0,CCRIS
C1CNCCO1.CCCCCCCC/C=C\CCCCCCCC(=O)O,Morpholine oleate,20838052,"1S/C18H34O2.C4H9NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;1-3-6-4-2-5-1/h9-10H,2-8,11-17H2,1H3,(H,19,20);5H,1-4H2/b10-9-;",morpholine;(Z)-octadec-9-enoic acid,0,CCRIS
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(cc1C)C.OCCNCCO,Mefluidide-diolamine,62067,"1S/C11H13F3N2O3S.C4H11NO2/c1-6-4-7(2)10(5-9(6)15-8(3)17)16-20(18,19)11(12,13)14;6-3-1-5-2-4-7/h4-5,16H,1-3H3,(H,15,17);5-7H,1-4H2","N-[2,4-dimethyl-5-(trifluoromethylsulfonylamino)phenyl]acetamide;2-(2-hydroxyethylamino)ethanol",0,CCRIS
CC(=O)Nc1ccc(cc1)/C=C/c1ccccc1,4-Acetylaminostilbene,786655,"1S/C16H15NO/c1-13(18)17-16-11-9-15(10-12-16)8-7-14-5-3-2-4-6-14/h2-12H,1H3,(H,17,18)/b8-7+",N-[4-[(E)-2-phenylethenyl]phenyl]acetamide,1,CCRIS
CC(=O)Nc1ccc(cc1)c1ccc(cc1)N(C(=O)C)O,"N-Hydroxy-N,N'-diacetylbenzidine",51366,"1S/C16H16N2O3/c1-11(19)17-15-7-3-13(4-8-15)14-5-9-16(10-6-14)18(21)12(2)20/h3-10,21H,1-2H3,(H,17,19)",N-[4-[4-[acetyl(hydroxy)amino]phenyl]phenyl]acetamide,1,CCRIS
CC(=O)OC/N=[N+](/C)\[O-],"Methanol, (methyl-ONN-azoxy)-, acetate (ester)",11606,"1S/C4H8N2O3/c1-4(7)9-3-5-6(2)8/h3H2,1-2H3",acetyloxymethylimino-methyl-oxidoazanium,1,CCRIS
CC(C([N+](=O)[O-])(C)C)([N+](=O)[O-])C,"2,3-Dimethyl-2,3-dinitrobutane",77577,"1S/C6H12N2O4/c1-5(2,7(9)10)6(3,4)8(11)12/h1-4H3","2,3-dimethyl-2,3-dinitrobutane",0,CCRIS
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClCC1OC1,"Fatty acids, C18-unsatd., dimers, polymers with bisphenol A and epichlorohydrin",62790,"1S/C15H16O2.C3H5ClO/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12;4-1-3-2-5-3/h3-10,16-17H,1-2H3;3H,1-2H2",2-(chloromethyl)oxirane;4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,1,CCRIS
CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C,bisphenol A diglycidyl ether,2286,"1S/C21H24O4/c1-21(2,15-3-7-17(8-4-15)22-11-19-13-24-19)16-5-9-18(10-6-16)23-12-20-14-25-20/h3-10,19-20H,11-14H2,1-2H3",2-[[4-[2-[4-(oxiran-2-ylmethoxy)phenyl]propan-2-yl]phenoxy]methyl]oxirane,0,CCRIS
CC(c1ccccc1)(C[Sn](O[Sn](CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)(CC(c1ccccc1)(C)C)CC(c1ccccc1)(C)C)C,Fenbutatin oxide,16683004,"1S/6C10H13.O.2Sn/c6*1-10(2,3)9-7-5-4-6-8-9;;;/h6*4-8H,1H2,2-3H3;;;",tris(2-methyl-2-phenylpropyl)-tris(2-methyl-2-phenylpropyl)stannyloxystannane,0,CCRIS
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@@H]2[C@]3([C@]1(C)CC[C@@H](C3)O)O2)C)C,Cholesterol beta-epoxide,108109,"1S/C27H46O2/c1-17(2)7-6-8-18(3)21-9-10-22-20-15-24-27(29-24)16-19(28)11-14-26(27,5)23(20)12-13-25(21,22)4/h17-24,28H,6-16H2,1-5H3/t18-,19+,20+,21-,22+,23+,24-,25-,26-,27-/m1/s1","(1S,2R,5S,7S,9R,11S,12S,15R,16R)-2,16-dimethyl-15-[(2R)-6-methylheptan-2-yl]-8-oxapentacyclo[9.7.0.02,7.07,9.012,16]octadecan-5-ol",0,CCRIS
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@H]2[C@@]3([C@]1(C)CC[C@@H](C3)O)O2)C)C,Epoxycholesterol,227037,"1S/C27H46O2/c1-17(2)7-6-8-18(3)21-9-10-22-20-15-24-27(29-24)16-19(28)11-14-26(27,5)23(20)12-13-25(21,22)4/h17-24,28H,6-16H2,1-5H3/t18-,19+,20+,21-,22+,23+,24+,25-,26-,27+/m1/s1","(1S,2R,5S,7R,9S,11S,12S,15R,16R)-2,16-dimethyl-15-[(2R)-6-methylheptan-2-yl]-8-oxapentacyclo[9.7.0.02,7.07,9.012,16]octadecan-5-ol",0,CCRIS
CC(CCCC(CCCC(C)C)C)CCCC1(C)CCc2c(O1)c(C)c(c(c2)O)C,Tocopherols,14986,"1S/C28H48O2/c1-20(2)11-8-12-21(3)13-9-14-22(4)15-10-17-28(7)18-16-25-19-26(29)23(5)24(6)27(25)30-28/h19-22,29H,8-18H2,1-7H3","2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-ol",1,CCRIS
CC(Nc1nc(NCC(=O)O)nc(n1)Cl)C,Proglinazine,14621415,"1S/C8H12ClN5O2/c1-4(2)11-8-13-6(9)12-7(14-8)10-3-5(15)16/h4H,3H2,1-2H3,(H,15,16)(H2,10,11,12,13,14)","2-[[4-chloro-6-(propan-2-ylamino)-1,3,5-triazin-2-yl]amino]acetic acid",1,CCRIS
CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@H](O2)C)N(C)C)[C@@H](C)C(=O)C2=C[C@@H]3[C@H]([C@@H]2CC(=O)O1)C=C[C@H]1[C@H]3C[C@@H](C1)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1OC)OC)OC,Spinosyn A,443059,"1S/C41H65NO10/c1-10-26-12-11-13-34(52-36-17-16-33(42(5)6)23(3)48-36)22(2)37(44)32-20-30-28(31(32)21-35(43)50-26)15-14-25-18-27(19-29(25)30)51-41-40(47-9)39(46-8)38(45-7)24(4)49-41/h14-15,20,22-31,33-34,36,38-41H,10-13,16-19,21H2,1-9H3/t22-,23-,24+,25-,26+,27-,28-,29-,30-,31+,33+,34+,36+,38+,39-,40-,41+/m1/s1","(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(2R,3R,4R,5S,6S)-3,4,5-trimethoxy-6-methyloxan-2-yl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",0,CCRIS
CC[N+](=C1C=CC(=C(c2ccc(cc2S(=O)(=O)[O-])S(=O)(=O)[O-])c2ccc(cc2)N(CC)CC)C=C1)CC.[Na+],Sulfan Blue,8507,"1S/C27H32N2O6S2.Na/c1-5-28(6-2)22-13-9-20(10-14-22)27(21-11-15-23(16-12-21)29(7-3)8-4)25-18-17-24(36(30,31)32)19-26(25)37(33,34)35;/h9-19H,5-8H2,1-4H3,(H-,30,31,32,33,34,35);/q;+1/p-1","sodium;4-[[4-(diethylamino)phenyl]-(4-diethylazaniumylidenecyclohexa-2,5-dien-1-ylidene)methyl]benzene-1,3-disulfonate",1,CCRIS
CC/C=C/C=C/C=C/C=C/C=C/OC[C@H](CO)O,Fecapentaene-12,6437067,"1S/C15H22O3/c1-2-3-4-5-6-7-8-9-10-11-12-18-14-15(17)13-16/h3-12,15-17H,2,13-14H2,1H3/b4-3+,6-5+,8-7+,10-9+,12-11+/t15-/m0/s1","(2S)-3-[(1E,3E,5E,7E,9E)-dodeca-1,3,5,7,9-pentaenoxy]propane-1,2-diol",1,CCRIS
CC1(C)CNC(=NC1)NN=C(/C=C/c1ccc(cc1)C(F)(F)F)/C=C/c1ccc(cc1)C(F)(F)F,Hydramethylnon,5281875,"1S/C25H24F6N4/c1-23(2)15-32-22(33-16-23)35-34-21(13-7-17-3-9-19(10-4-17)24(26,27)28)14-8-18-5-11-20(12-6-18)25(29,30)31/h3-14H,15-16H2,1-2H3,(H2,32,33,35)/b13-7+,14-8+","N-[[(1E,4E)-1,5-bis[4-(trifluoromethyl)phenyl]penta-1,4-dien-3-ylidene]amino]-5,5-dimethyl-4,6-dihydro-1H-pyrimidin-2-amine",0,CCRIS
CC1=C(C(=O)OCCN(c2ccccc2)Cc2ccccc2)C(C(=C(N1)C)P1(=O)OCC(CO1)(C)C)c1cccc(c1)[N+](=O)[O-].Cl,Efonidipine hydrochloride,119170,"1S/C34H38N3O7P.ClH/c1-24-30(33(38)42-19-18-36(28-15-9-6-10-16-28)21-26-12-7-5-8-13-26)31(27-14-11-17-29(20-27)37(39)40)32(25(2)35-24)45(41)43-22-34(3,4)23-44-45;/h5-17,20,31,35H,18-19,21-23H2,1-4H3;1H","2-(N-benzylanilino)ethyl 5-(5,5-dimethyl-2-oxo-1,3,2lambda5-dioxaphosphinan-2-yl)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylate;hydrochloride",0,CCRIS
CC1=CC(C)(C)Nc2c1cc(cc2)c1ccccc1,"1,2-Dihydro-2,2,4-trimethyl-6-phenylquinoline",77098,"1S/C18H19N/c1-13-12-18(2,3)19-17-10-9-15(11-16(13)17)14-7-5-4-6-8-14/h4-12,19H,1-3H3","2,2,4-trimethyl-6-phenyl-1H-quinoline",1,ISSCAN
CC1C=CC=CC1(C)S(=O)(=O)[O-].[Na+],Sodium xylene sulfonate,71775948,"1S/C8H12O3S.Na/c1-7-5-3-4-6-8(7,2)12(9,10)11;/h3-7H,1-2H3,(H,9,10,11);/q;+1/p-1","sodium;1,6-dimethylcyclohexa-2,4-diene-1-sulfonate",0,ISSCAN
Cc1c2CCCCc2c(c2c1c1ccccc1cc2)C,"7,12-Dimethyl-8,9,10,11-tetrahydrobenz(a)anthracene",33012,"1S/C20H20/c1-13-16-8-5-6-9-17(16)14(2)20-18(13)12-11-15-7-3-4-10-19(15)20/h3-4,7,10-12H,5-6,8-9H2,1-2H3","7,12-dimethyl-8,9,10,11-tetrahydrobenzo[a]anthracene",1,CCRIS
Cc1c2ccccc2c(c2c1c1ccccc1cc2)COS(=O)(=O)[O-].[Na+],12-Methylbenz(a)anthracene-7-methanol sulfate sodium,23688094,"1S/C20H16O4S.Na/c1-13-15-7-4-5-9-17(15)19(12-24-25(21,22)23)18-11-10-14-6-2-3-8-16(14)20(13)18;/h2-11H,12H2,1H3,(H,21,22,23);/q;+1/p-1",sodium;(12-methylbenzo[a]anthracen-7-yl)methyl sulfate,1,CCRIS
Cc1cc(ccc1[NH3+])c1ccc(c(c1)C)[NH3+].[Cl-].[Cl-],"(1,1'-Biphenyl)-4,4'-diamine, 3,3'-dimethyl-, dihydrochloride",11932,"1S/C14H16N2.2ClH/c1-9-7-11(3-5-13(9)15)12-4-6-14(16)10(2)8-12;;/h3-8H,15-16H2,1-2H3;2*1H",[4-(4-azaniumyl-3-methylphenyl)-2-methylphenyl]azanium;dichloride,1,CCRIS
Cc1cc(ccc1N/N=C/1\C=Cc2c(C1=O)c(N)c(cc2S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)C)N/N=C/1\C=Cc2c(C1=O)c(N)c(cc2S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],"tetrasodium;(6E)-4-amino-6-[[4-[4-[(2E)-2-(8-amino-1-oxo-5,7-disulfonatonaphthalen-2-ylidene)hydrazinyl]-3-methylphenyl]-2-methylphenyl]hydrazinylidene]-5-oxonaphthalene-1,3-disulfonate",9566057,"1S/C34H28N6O14S4.4Na/c1-15-11-17(3-7-21(15)37-39-23-9-5-19-25(55(43,44)45)13-27(57(49,50)51)31(35)29(19)33(23)41)18-4-8-22(16(2)12-18)38-40-24-10-6-20-26(56(46,47)48)14-28(58(52,53)54)32(36)30(20)34(24)42;;;;/h3-14,37-38H,35-36H2,1-2H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54);;;;/q;4*+1/p-4/b39-23+,40-24+;;;;","tetrasodium;(6E)-4-amino-6-[[4-[4-[(2E)-2-(8-amino-1-oxo-5,7-disulfonatonaphthalen-2-ylidene)hydrazinyl]-3-methylphenyl]-2-methylphenyl]hydrazinylidene]-5-oxonaphthalene-1,3-disulfonate",1,CCRIS
Cc1cc(ccc1N/N=C\1/C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)C)N/N=C\1/C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],CID 9562061,9562061,"1S/C34H28N6O14S4.4Na/c1-15-7-17(3-5-25(15)37-39-31-27(57(49,50)51)11-19-9-21(55(43,44)45)13-23(35)29(19)33(31)41)18-4-6-26(16(2)8-18)38-40-32-28(58(52,53)54)12-20-10-22(56(46,47)48)14-24(36)30(20)34(32)42;;;;/h3-14,37-38H,35-36H2,1-2H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54);;;;/q;4*+1/p-4/b39-31+,40-32+;;;;","tetrasodium;(3Z)-5-amino-3-[[4-[4-[(2Z)-2-(8-amino-1-oxo-3,6-disulfonatonaphthalen-2-ylidene)hydrazinyl]-3-methylphenyl]-2-methylphenyl]hydrazinylidene]-4-oxonaphthalene-2,7-disulfonate",1,CCRIS
Cc1cc2cccc3c2c(c1)c1ccccc31,2-Methylfluoranthene,35702,"1S/C17H12/c1-11-9-12-5-4-8-15-13-6-2-3-7-14(13)16(10-11)17(12)15/h2-10H,1H3",2-methylfluoranthene,1,CCRIS
CC1CC2OC2CC1COC(=O)C1CC2OC2CC1C,Chissonox 201,61094,"1S/C16H24O4/c1-8-3-12-14(19-12)5-10(8)7-18-16(17)11-6-15-13(20-15)4-9(11)2/h8-15H,3-7H2,1-2H3",(4-methyl-7-oxabicyclo[4.1.0]heptan-3-yl)methyl 4-methyl-7-oxabicyclo[4.1.0]heptane-3-carboxylate,1,CCRIS
Cc1ccc(c(c1)C)N=Nc1c2ccc(cc2cc(c1O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],Acid Red 26,2724065,"1S/C18H16N2O7S2.2Na/c1-10-3-6-15(11(2)7-10)19-20-17-14-5-4-13(28(22,23)24)8-12(14)9-16(18(17)21)29(25,26)27;;/h3-9,21H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2","disodium;4-[(2,4-dimethylphenyl)diazenyl]-3-hydroxynaphthalene-2,7-disulfonate",1,CCRIS
Cc1ccc(c(c1)S(=O)(=O)[O-])N=Nc1c([O-])c(cc2c1cccc2)C(=O)O.[Ca+2],C.I.Pigment Red 57:1,101973312,"1S/C18H14N2O6S.Ca/c1-10-6-7-14(15(8-10)27(24,25)26)19-20-16-12-5-3-2-4-11(12)9-13(17(16)21)18(22)23;/h2-9,21H,1H3,(H,22,23)(H,24,25,26);/q;+2/p-2",calcium;4-[(4-methyl-2-sulfophenyl)diazenyl]-3-oxidonaphthalene-2-carboxylate,0,CCRIS
Cc1ccc2c(c1)c1nc3ccccc3c3n1c(n2)c1ccccc1n3,"Tricycloquinazoline, 3-methyl-",198077,"1S/C22H14N4/c1-13-10-11-19-16(12-13)22-24-18-9-5-3-7-15(18)20-23-17-8-4-2-6-14(17)21(25-19)26(20)22/h2-12H,1H3","4-methyl-8,16,24,25-tetrazahexacyclo[15.7.1.02,7.09,25.010,15.018,23]pentacosa-1(24),2(7),3,5,8,10,12,14,16,18,20,22-dodecaene",1,CCRIS
Cc1ccc2c3c1C=Cc3c1c(c2)c2ccccc2cc1,3-Methylcholanthrylene,18761,"1S/C21H14/c1-13-6-7-15-12-20-17-5-3-2-4-14(17)8-9-18(20)19-11-10-16(13)21(15)19/h2-12H,1H3",3-methylbenzo[j]aceanthrylene,1,CCRIS
Cc1ccc2c3c1cccc3c1c2cccc1,3-Methylfluoranthene,15565,"1S/C17H12/c1-11-9-10-16-14-6-3-2-5-13(14)15-8-4-7-12(11)17(15)16/h2-10H,1H3",3-methylfluoranthene,1,CCRIS
Cc1cccc2c1c(C)c1c(c2C)c2ccccc2cc1,"7,8,12-Trimethylbenz(a)anthracene",83363,"1S/C21H18/c1-13-7-6-10-17-15(3)21-18(14(2)20(13)17)12-11-16-8-4-5-9-19(16)21/h4-12H,1-3H3","7,8,12-trimethylbenzo[a]anthracene",1,CCRIS
CC1CN(C(=O)O1)N=O,Nitroso-5-methyloxazolidone,133239,"1S/C4H6N2O3/c1-3-2-6(5-8)4(7)9-3/h3H,2H2,1H3","5-methyl-3-nitroso-1,3-oxazolidin-2-one",1,CCRIS
